Round,Tick,Player,PlayerPosition,Velocity
14,185098,Snax g2a.com,"""-2219.976318359375,-976.4291381835938,4.031238555908203""","""-25.659770965576172,248.67965698242188,0"""
14,185101,pashaBiceps g2a.com,"""-2160.149169921875,-1103.3521728515625,3.077249765396118""","""36.92738342285156,244.73153686523438,0"""
14,185113,twist,"""-353.22760009765625,1881.9927978515625,-134.9615020751953""","""89.50424194335938,-233.42877197265625,0"""
14,185119,Lekr0,"""-400.7880859375,1962.405029296875,-170.3754119873047""","""140.1791534423828,-207.001953125,0"""
14,185129,olofmeister,"""-317.4350280761719,1667.828857421875,-27.879499435424805""","""31.268692016601562,-248.03683471679688,0"""
14,185129,neo g2a.com,"""-1897.0404052734375,-954.9949951171875,0.03125""","""204.22767639160156,135.3368377685547,0"""
14,185129,TaZ g2a.com,"""-2065.912109375,-1002.658447265625,0.03125""","""106.2741928100586,220.75051879882812,0"""
14,185132,byali g2a.com,"""-2085.619384765625,-1079.40869140625,0.09604930877685547""","""189.22833251953125,158.56309509277344,0"""
14,185136,Snax g2a.com,"""-2217.736572265625,-918.5297241210938,-2.4833908081054688""","""93.1347427368164,122.10216522216797,0"""
14,185139,pashaBiceps g2a.com,"""-2131.538330078125,-1039.8538818359375,1.6219475269317627""","""142.4095916748047,190.7108154296875,0"""
14,185146,dennis,"""-418.9478759765625,1980.4287109375,-178.7969970703125""","""121.91343688964844,-218.25927734375,0"""
14,185152,twist,"""-335.2732849121094,1810.758544921875,-99.34435272216797""","""38.03798294067383,-226.83279418945312,0"""
14,185157,Lekr0,"""-361.54437255859375,1899.5015869140625,-147.01644897460938""","""108.39889526367188,-225.27691650390625,0"""
14,185167,olofmeister,"""-309.96221923828125,1593.9935302734375,0.03125""","""20.622867584228516,-249.14793395996094,0"""
14,185167,neo g2a.com,"""-1835.884033203125,-918.2948608398438,0.03125""","""222.77993774414062,113.44206237792969,0"""
14,185167,TaZ g2a.com,"""-2038.03466796875,-935.5780029296875,0.03125""","""98.45303344726562,224.34793090820312,0"""
14,185169,byali g2a.com,"""-2038.155517578125,-1028.5562744140625,0.03125""","""195.512939453125,142.083251953125,0"""
14,185177,pashaBiceps g2a.com,"""-2087.967041015625,-981.3788452148438,0.03125""","""177.54310607910156,158.9561309814453,0"""
14,185184,dennis,"""-382.4710388183594,1916.5950927734375,-152.24160766601562""","""153.37831115722656,-184.65283203125,0"""
14,185186,Snax g2a.com,"""-2171.92724609375,-870.426025390625,-10.409889221191406""","""121.7772216796875,119.80815124511719,0"""
14,185189,twist,"""-325.9670104980469,1742.124755859375,-65.0274429321289""","""28.10819435119629,-238.05859375,0"""
14,185194,Lekr0,"""-340.6940612792969,1828.5301513671875,-108.23014831542969""","""42.3677978515625,-246.38377380371094,0"""
14,185203,wenton,"""-533.8506469726562,2233.91650390625,-219.23707580566406""","""144.04739379882812,-180.2076873779297,0"""
14,185205,olofmeister,"""-304.537353515625,1519.9742431640625,0.03125""","""16.355714797973633,-249.4644012451172,0"""
14,185205,neo g2a.com,"""-1775.1048583984375,-879.1424560546875,0.03125""","""164.64297485351562,182.27935791015625,0"""
14,185205,TaZ g2a.com,"""-2006.0604248046875,-870.2612915039062,-0.5989720821380615""","""113.0357894897461,217.36585998535156,0"""
14,185207,byali g2a.com,"""-1972.384033203125,-995.702880859375,0.03125""","""232.83279418945312,91.0433120727539,0"""
14,185216,pashaBiceps g2a.com,"""-2023.1025390625,-950.1981811523438,0.03125""","""238.90264892578125,73.65815734863281,0"""
14,185222,dennis,"""-346.2384948730469,1852.8853759765625,-120.40771484375""","""86.1143569946289,-234.70046997070312,0"""
14,185228,twist,"""-318.3856201171875,1674.505615234375,-31.217906951904297""","""21.196008682250977,-196.52777099609375,0"""
14,185232,Lekr0,"""-331.97442626953125,1754.85302734375,-71.39159393310547""","""18.784934997558594,-249.2932586669922,0"""
14,185241,wenton,"""-496.27154541015625,2172.802978515625,-223.9344482421875""","""108.72358703613281,-222.72113037109375,0"""
14,185242,olofmeister,"""-300.02203369140625,1445.8931884765625,0.03125""","""14.056551933288574,-249.60452270507812,0"""
14,185243,neo g2a.com,"""-1714.9237060546875,-865.2996826171875,0.03125""","""226.4920196533203,-38.949310302734375,0"""
14,185243,TaZ g2a.com,"""-1974.44091796875,-805.7661743164062,-8.421294212341309""","""52.118682861328125,226.2351837158203,0"""
14,185246,byali g2a.com,"""-1902.83203125,-970.355224609375,0.03125""","""217.71197509765625,106.92318725585938,0"""
14,185253,pashaBiceps g2a.com,"""-1953.1279296875,-950.7996215820312,0.03125""","""241.21539306640625,-13.224906921386719,0"""
14,185260,dennis,"""-327.3486328125,1782.0184326171875,-84.97429656982422""","""51.62257766723633,-244.61216735839844,0"""
14,185270,Lekr0,"""-348.1205139160156,1686.208740234375,-37.06943130493164""","""-64.13276672363281,-237.21719360351562,0"""
14,185277,twist,"""-311.17950439453125,1582.6510009765625,0.03125""","""12.850848197937012,-249.66949462890625,0"""
14,185279,wenton,"""-466.2515869140625,2104.959716796875,-221.8494873046875""","""96.44593811035156,-230.64730834960938,0"""
14,185281,olofmeister,"""-297.02056884765625,1371.7388916015625,0.03125""","""5.6139445304870605,-249.93695068359375,0"""
14,185281,neo g2a.com,"""-1644.00537109375,-887.5556640625,0.03125""","""218.10765075683594,-122.18450164794922,0"""
14,185281,TaZ g2a.com,"""-1965.9652099609375,-736.5299682617188,-40.00587844848633""","""16.093185424804688,237.5067138671875,0"""
14,185283,byali g2a.com,"""-1840.737060546875,-933.4453125,0.03125""","""195.96717834472656,144.73403930664062,0"""
14,185291,pashaBiceps g2a.com,"""-1881.4879150390625,-942.10595703125,0.03125""","""211.49049377441406,100.10737609863281,0"""
14,185298,dennis,"""-315.3244934082031,1708.8145751953125,-48.37232971191406""","""27.25787353515625,-248.50958251953125,0"""
14,185308,Lekr0,"""-366.0688781738281,1619.2384033203125,-13.202556610107422""","""-57.121826171875,-217.35784912109375,0"""
14,185315,twist,"""-308.0046691894531,1508.5009765625,0.03125""","""9.278285026550293,-249.8277587890625,0"""
14,185317,wenton,"""-428.1918029785156,2044.570556640625,-205.54324340820312""","""149.7734375,-189.01463317871094,0"""
14,185319,olofmeister,"""-300.2085266113281,1297.66552734375,49.593833923339844""","""-31.670480728149414,-247.98585510253906,0"""
14,185319,neo g2a.com,"""-1587.291259765625,-931.68017578125,-11.96875""","""207.96664428710938,-136.29928588867188,0"""
14,185321,byali g2a.com,"""-1784.3062744140625,-887.6087646484375,0.03125""","""185.11895751953125,161.71885681152344,0"""
14,185324,dennis,"""-311.016357421875,1658.2196044921875,-21.738521575927734""","""17.614383697509766,-249.37869262695312,292.6183776855469"""
14,185330,pashaBiceps g2a.com,"""-1816.9669189453125,-911.3187255859375,0.03125""","""202.78125,137.0061492919922,0"""
14,185347,Lekr0,"""-364.68060302734375,1548.08984375,8.754942893981934""","""24.09299087524414,-248.83633422851562,0"""
14,185353,twist,"""-305.92529296875,1434.31494140625,0.03125""","""1.2643345594406128,-249.99679565429688,0"""
14,185355,wenton,"""-392.1899719238281,1981.44384765625,-180.4494171142578""","""104.6725845336914,-224.71505737304688,0"""
14,185357,olofmeister,"""-303.95770263671875,1224.9127197265625,98.09564971923828""","""27.6158447265625,-242.83535766601562,0"""
14,185357,neo g2a.com,"""-1523.3321533203125,-966.4673461914062,-11.96875""","""219.10362243652344,-109.62938690185547,0"""
14,185360,byali g2a.com,"""-1730.28857421875,-859.768798828125,0.03125""","""192.27049255371094,-26.09018325805664,0"""
14,185368,pashaBiceps g2a.com,"""-1760.9259033203125,-864.0455932617188,0.03125""","""205.29425048828125,125.79348754882812,0"""
14,185385,Lekr0,"""-354.4689636230469,1473.04541015625,7.776618957519531""","""74.5331802368164,-227.67977905273438,0"""
14,185391,twist,"""-306.8963623046875,1363.312255859375,0.03125""","""-6.1736159324646,-249.92376708984375,0"""
14,185393,wenton,"""-362.75732421875,1913.3375244140625,-154.06619262695312""","""95.6259765625,-230.98846435546875,0"""
14,185395,olofmeister,"""-304.2475891113281,1151.0194091796875,128.03125""","""-14.539809226989746,-249.5768280029297,0"""
14,185395,neo g2a.com,"""-1457.356689453125,-998.4562377929688,-14.401662826538086""","""226.36972045898438,-106.09783935546875,0"""
14,185406,pashaBiceps g2a.com,"""-1694.4969482421875,-858.4155883789062,0.03125""","""211.1570587158203,-86.10498046875,0"""
14,185407,dennis,"""-299.6230773925781,1496.909423828125,0.03125""","""14.052367210388184,-198.94883728027344,0"""
14,185409,byali g2a.com,"""-1642.9022216796875,-855.7259521484375,0.03125""","""242.38272094726562,35.71574783325195,0"""
14,185423,Lekr0,"""-335.06512451171875,1402.6536865234375,6.263330459594727""","""47.246944427490234,-245.49485778808594,0"""
14,185430,twist,"""-308.5513916015625,1289.1129150390625,55.29557800292969""","""-5.282792091369629,-249.94418334960938,0"""
14,185431,wenton,"""-344.9805603027344,1844.023681640625,-115.97688293457031""","""-9.227683067321777,-238.17376708984375,0"""
14,185433,olofmeister,"""-300.31817626953125,1078.755859375,128.03125""","""44.365501403808594,-236.668212890625,0"""
14,185433,neo g2a.com,"""-1392.4815673828125,-1033.54736328125,-38.26089859008789""","""211.43482971191406,-133.39907836914062,0"""
14,185442,TaZ g2a.com,"""-2000.0303955078125,-616.3175659179688,-84.5841064453125""","""-54.10969543457031,151.5605010986328,0"""
14,185444,pashaBiceps g2a.com,"""-1629.1881103515625,-877.903076171875,-1.0964443683624268""","""226.27972412109375,-82.58380126953125,0"""
14,185445,dennis,"""-298.2901611328125,1428.23291015625,0.03125""","""1.3571960926055908,-249.99630737304688,0"""
14,185448,byali g2a.com,"""-1572.6805419921875,-843.9083862304688,-11.96875""","""233.71279907226562,42.24106216430664,0"""
14,185461,Lekr0,"""-323.0687255859375,1329.416259765625,28.42671012878418""","""36.60161209106445,-247.30613708496094,0"""
14,185467,twist,"""-310.7336120605469,1214.927001953125,104.75285339355469""","""-8.78085708618164,-249.8457489013672,0"""
14,185469,wenton,"""-331.77850341796875,1772.9959716796875,-80.46306610107422""","""74.49860382080078,-238.64190673828125,0"""
14,185470,neo g2a.com,"""-1324.5338134765625,-1062.736328125,-55.186092376708984""","""239.8492889404297,-70.51471710205078,0"""
14,185471,olofmeister,"""-303.43780517578125,1005.8787231445312,127.92301940917969""","""-41.29234313964844,-246.56631469726562,0"""
14,185482,pashaBiceps g2a.com,"""-1556.397216796875,-892.3304443359375,-11.96875""","""249.9235382080078,-6.182528018951416,0"""
14,185483,dennis,"""-297.3404846191406,1354.02099609375,12.023553848266602""","""4.820564270019531,-249.95352172851562,0"""
14,185485,byali g2a.com,"""-1504.501220703125,-831.3871459960938,-11.96875""","""221.23690795898438,40.978389739990234,0"""
14,185499,Lekr0,"""-312.48291015625,1255.956298828125,77.39997100830078""","""34.07602310180664,-247.66676330566406,0"""
14,185506,twist,"""-313.25286865234375,1140.7515869140625,128.03125""","""-7.755560398101807,-249.87966918945312,0"""
14,185507,wenton,"""-329.3708190917969,1701.862060546875,-44.896080017089844""","""-55.452598571777344,-241.58084106445312,0"""
14,185509,neo g2a.com,"""-1251.77783203125,-1076.5184326171875,-74.74455261230469""","""249.66676330566406,-12.903729438781738,0"""
14,185519,pashaBiceps g2a.com,"""-1485.0228271484375,-888.0155029296875,-11.96875""","""227.00140380859375,67.43878936767578,0"""
14,185521,dennis,"""-296.4781494140625,1279.8095703125,61.49776077270508""","""-1.5723620653152466,-249.99505615234375,0"""
14,185523,byali g2a.com,"""-1435.6943359375,-818.59716796875,-17.68239974975586""","""240.85887145996094,44.85514450073242,0"""
14,185537,Lekr0,"""-304.67901611328125,1182.2735595703125,128.53237915039062""","""17.69084930419922,-245.91348266601562,286.3683776855469"""
14,185537,Lekr0,"""-304.67901611328125,1182.2735595703125,128.53237915039062""","""17.69084930419922,-245.91348266601562,286.3683776855469"""
14,185539,olofmeister,"""-404.80804443359375,943.5215454101562,16.692550659179688""","""-247.7253875732422,-50.17140197753906,0"""
14,185543,twist,"""-316.13525390625,1067.41064453125,128.03125""","""-8.869277954101562,-244.8394012451172,0"""
14,185545,wenton,"""-324.0529479980469,1630.124755859375,-9.027416229248047""","""62.77517318725586,-236.82119750976562,0"""
14,185547,neo g2a.com,"""-1177.9183349609375,-1070.4205322265625,-83.33280181884766""","""249.6171417236328,13.830730438232422,0"""
14,185554,TaZ g2a.com,"""-2032.0126953125,-528.2738037109375,-120.8083267211914""","""-80.9166259765625,219.6692657470703,0"""
14,185557,pashaBiceps g2a.com,"""-1424.397705078125,-852.404052734375,-18.939950942993164""","""217.263916015625,98.66011047363281,0"""
14,185559,dennis,"""-298.00201416015625,1206.3856201171875,110.4471206665039""","""-7.250948905944824,-249.17196655273438,0"""
14,185561,byali g2a.com,"""-1367.7738037109375,-805.940185546875,-25.4528751373291""","""234.34561157226562,43.68620300292969,0"""
14,185583,dennis,"""-299.4004821777344,1159.532470703125,130.3417510986328""","""-6.264059066772461,-249.9215087890625,292.6183776855469"""
14,185583,wenton,"""-315.669921875,1559.3138427734375,0.03125""","""-39.86235427856445,-241.17523193359375,0"""
14,185585,neo g2a.com,"""-1108.2080078125,-1049.3162841796875,-92.77488708496094""","""223.05210876464844,101.35462188720703,0"""
14,185591,olofmeister,"""-482.0856018066406,912.7869873046875,16.03125""","""-214.933837890625,-115.15215301513672,0"""
14,185592,TaZ g2a.com,"""-2052.197021484375,-460.219970703125,-148.1790771484375""","""-47.01829147338867,234.65093994140625,0"""
14,185596,pashaBiceps g2a.com,"""-1361.6181640625,-818.4695434570312,-28.20915985107422""","""195.93939208984375,148.13697814941406,0"""
14,185599,byali g2a.com,"""-1297.5902099609375,-803.531982421875,-41.73402404785156""","""239.381591796875,-2.009007692337036,0"""
14,185621,wenton,"""-309.8229675292969,1487.128173828125,0.03125""","""1.106642246246338,-243.61387634277344,0"""
14,185623,neo g2a.com,"""-1044.1275634765625,-1014.9851684570312,-117.02735900878906""","""212.10809326171875,122.61795806884766,0"""
14,185629,olofmeister,"""-541.6233520507812,869.2509765625,16.03125""","""-178.85743713378906,-174.671142578125,0"""
14,185630,TaZ g2a.com,"""-2072.48095703125,-390.60760498046875,-180.96875""","""-79.74803924560547,231.65760803222656,0"""
14,185634,pashaBiceps g2a.com,"""-1291.799072265625,-799.1834716796875,-42.609619140625""","""241.5792236328125,23.748424530029297,0"""
14,185637,byali g2a.com,"""-1225.5218505859375,-796.0704956054688,-61.05585861206055""","""241.76370239257812,39.690189361572266,0"""
14,185643,twist,"""-416.3899230957031,949.8343505859375,16.00390625""","""-283.88128662109375,2.956479072570801,0"""
14,185658,byali g2a.com,"""-1186.2490234375,-788.4302368164062,-69.66261291503906""","""228.9954833984375,67.56037902832031,292.6183776855469"""
14,185659,wenton,"""-309.96343994140625,1415.3707275390625,0.03125""","""46.67841339111328,-240.51222229003906,0"""
14,185661,neo g2a.com,"""-979.5665283203125,-981.521240234375,-123.96875""","""220.32460021972656,107.15443420410156,0"""
14,185665,Lekr0,"""-390.89794921875,942.7422485351562,16.03125""","""-262.912109375,-153.42977905273438,0"""
14,185667,olofmeister,"""-588.1803588867188,811.6480712890625,16.03125""","""-131.34620666503906,-212.7161865234375,0"""
14,185668,Snax g2a.com,"""-2122.32275390625,-913.1597290039062,-3.2264747619628906""","""156.186279296875,-27.34700584411621,0"""
14,185672,pashaBiceps g2a.com,"""-1221.645751953125,-792.258056640625,-62.005523681640625""","""243.99168395996094,-31.113935470581055,0"""
14,185695,twist,"""-492.5514831542969,921.6698608398438,16.03125""","""-206.80055236816406,-123.09046936035156,0"""
14,185697,wenton,"""-298.30487060546875,1342.8575439453125,19.465784072875977""","""11.918485641479492,-249.7157440185547,0"""
14,185699,neo g2a.com,"""-911.6433715820312,-950.5960083007812,-125.22989654541016""","""227.0142822265625,92.13858795166016,0"""
14,185705,olofmeister,"""-610.8833618164062,741.62158203125,16.03125""","""-32.16383743286133,-247.92234802246094,0"""
14,185710,pashaBiceps g2a.com,"""-1148.4835205078125,-812.425048828125,-82.64614868164062""","""234.56063842773438,-86.4945297241211,0"""
14,185713,dennis,"""-378.6495666503906,945.6221313476562,16.03125""","""-294.1061096191406,-66.13813781738281,0"""
14,185717,Lekr0,"""-457.00701904296875,922.4902954101562,16.03125""","""-204.80374145507812,-67.93522644042969,0"""
14,185729,byali g2a.com,"""-1103.1292724609375,-706.5005493164062,-29.523292541503906""","""95.79146575927734,189.3623504638672,0"""
14,185731,byali g2a.com,"""-1101.6324462890625,-703.5418090820312,-25.231040954589844""","""95.79146575927734,189.3623504638672,268.4539794921875"""
14,185734,twist,"""-552.3364868164062,878.5621948242188,16.03125""","""-184.5801544189453,-168.6124725341797,0"""
14,185735,wenton,"""-298.3661804199219,1268.654541015625,68.93450164794922""","""-6.811831951141357,-249.9071807861328,0"""
14,185737,neo g2a.com,"""-845.0259399414062,-926.6033935546875,-127.31169128417969""","""232.7959747314453,76.36119079589844,0"""
14,185743,olofmeister,"""-614.6734619140625,667.5457763671875,16.03125""","""-0.292022168636322,-249.9998321533203,0"""
14,185745,Snax g2a.com,"""-2036.09619140625,-929.31591796875,0.03125""","""165.6647491455078,-92.9363784790039,0"""
14,185748,pashaBiceps g2a.com,"""-1089.513427734375,-851.7940673828125,-101.7926025390625""","""214.3876190185547,-123.23239135742188,0"""
14,185765,dennis,"""-449.553466796875,919.5485229492188,16.03125""","""-211.19131469726562,-100.31716918945312,0"""
14,185768,Lekr0,"""-534.3777465820312,873.0484619140625,16.03125""","""-174.80836486816406,-171.65963745117188,0"""
14,185772,twist,"""-599.5578002929688,821.5450439453125,16.03125""","""-139.0345916748047,-207.77243041992188,0"""
14,185773,wenton,"""-301.13507080078125,1194.4881591796875,118.37872314453125""","""-9.861660957336426,-249.805419921875,0"""
14,185775,neo g2a.com,"""-783.7778930664062,-894.7734375,-127.03334045410156""","""188.9056396484375,61.253509521484375,0"""
14,185780,olofmeister,"""-613.1743774414062,593.3452758789062,16.03125""","""8.040054321289062,-249.8706817626953,0"""
14,185781,byali g2a.com,"""-1100.7049560546875,-625.2732543945312,17.05881118774414""","""-20.45618438720703,201.92855834960938,0"""
14,185786,pashaBiceps g2a.com,"""-1037.172607421875,-901.7959594726562,-117.57138061523438""","""179.41622924804688,-164.67506408691406,0"""
14,185795,Snax g2a.com,"""-1964.27392578125,-944.1305541992188,0.03125""","""198.86129760742188,20.216291427612305,0"""
14,185803,dennis,"""-514.711669921875,886.2050170898438,16.03125""","""-208.58578491210938,-128.3568572998047,0"""
14,185804,dennis,"""-516.3412475585938,885.2022094726562,18.341745376586914""","""-208.58578491210938,-128.3568572998047,292.6183776855469"""
14,185806,Lekr0,"""-578.0816650390625,815.2894897460938,16.03125""","""-111.33686828613281,-218.2409210205078,0"""
14,185810,twist,"""-634.0983276367188,756.1119384765625,18.341745376586914""","""-101.8438720703125,-225.16928100585938,292.6183776855469"""
14,185810,twist,"""-634.0983276367188,756.1119384765625,18.341745376586914""","""-101.8438720703125,-225.16928100585938,292.6183776855469"""
14,185811,wenton,"""-302.97271728515625,1121.19140625,128.03125""","""-2.240581512451172,-249.98995971679688,0"""
14,185820,olofmeister,"""-610.113037109375,517.235595703125,-0.96875""","""11.1397066116333,-249.75169372558594,0"""
14,185824,pashaBiceps g2a.com,"""-978.190673828125,-938.6600341796875,-123.96875""","""230.2450714111328,-62.068580627441406,0"""
14,185825,neo g2a.com,"""-749.9334716796875,-940.8653564453125,-127.96875""","""-13.568636894226074,-208.5772247314453,0"""
14,185828,TaZ g2a.com,"""-2115.0458984375,-273.8209228515625,-227.29025268554688""","""54.795650482177734,-149.5320587158203,0"""
14,185841,byali g2a.com,"""-1070.9415283203125,-543.544677734375,-31.96875""","""168.65200805664062,70.82007598876953,0"""
14,185843,Lekr0,"""-609.4990234375,754.8519897460938,16.03125""","""-90.05123901367188,-203.5492401123047,0"""
14,185845,Snax g2a.com,"""-1890.5299072265625,-942.8424682617188,0.03125""","""127.24626922607422,84.77591705322266,0"""
14,185849,wenton,"""-302.6047668457031,1046.974853515625,128.03125""","""3.1991448402404785,-249.9795379638672,0"""
14,185858,olofmeister,"""-606.7001342773438,443.0953674316406,-0.96875""","""11.727693557739258,-249.72476196289062,0"""
14,185861,pashaBiceps g2a.com,"""-905.7191772460938,-946.5511474609375,-125.41502380371094""","""244.32533264160156,-18.169591903686523,0"""
14,185875,neo g2a.com,"""-796.2646484375,-1012.1211547851562,-126.65686798095703""","""-157.21817016601562,-171.69802856445312,0"""
14,185878,TaZ g2a.com,"""-2085.76904296875,-353.7154235839844,-186.2484893798828""","""84.296630859375,-230.04144287109375,0"""
14,185881,Lekr0,"""-622.506103515625,686.15869140625,16.03125""","""-12.519038200378418,-244.679931640625,0"""
14,185892,byali g2a.com,"""-983.0685424804688,-528.7037963867188,-31.96875""","""242.5354461669922,34.66354751586914,0"""
14,185896,olofmeister,"""-603.2383422851562,368.95745849609375,-0.96875""","""10.904983520507812,-249.76205444335938,0"""
14,185900,pashaBiceps g2a.com,"""-835.4107055664062,-929.2199096679688,-127.61216735839844""","""224.60879516601562,97.85646057128906,0"""
14,185906,twist,"""-788.9673461914062,643.1383666992188,16.03125""","""-143.34141540527344,-117.0486831665039,0"""
14,185911,dennis,"""-606.2579345703125,776.7444458007812,16.03125""","""-114.05057525634766,-88.39502716064453,0"""
14,185913,neo g2a.com,"""-823.96875,-1055.96875,-124.13871002197266""","""0,0,0"""
14,185916,TaZ g2a.com,"""-2062.337890625,-422.0490417480469,-167.3349151611328""","""35.433448791503906,-231.25497436523438,0"""
14,185920,Lekr0,"""-622.2041625976562,613.4481811523438,16.03125""","""9.396126747131348,-244.81976318359375,0"""
14,185929,byali g2a.com,"""-913.7081909179688,-523.2955322265625,-31.96875""","""240.86529541015625,-32.86665725708008,0"""
14,185934,olofmeister,"""-600.8631591796875,294.7785949707031,-0.96875""","""4.736416339874268,-249.95513916015625,0"""
14,185938,pashaBiceps g2a.com,"""-778.0639038085938,-898.78173828125,-127.10173034667969""","""198.60467529296875,42.68449020385742,0"""
14,185939,wenton,"""-412.7438049316406,937.552978515625,16.295394897460938""","""-246.471923828125,-76.60704803466797,0"""
14,185954,TaZ g2a.com,"""-2074.049072265625,-490.7802429199219,-136.36859130859375""","""-99.96640014648438,-211.32275390625,0"""
14,185957,Lekr0,"""-618.6244506835938,542.09326171875,8.03125""","""12.73099422454834,-239.66209411621094,0"""
14,185961,dennis,"""-633.0064697265625,704.3715209960938,16.03125""","""-31.01633644104004,-239.91659545898438,0"""
14,185972,olofmeister,"""-600.6166381835938,221.49700927734375,-0.96875""","""-1.9777424335479736,-249.882080078125,0"""
14,185987,pashaBiceps g2a.com,"""-690.688720703125,-913.2660522460938,-126.26998138427734""","""233.1059112548828,-75.40975189208984,0"""
14,185992,wenton,"""-483.6868896484375,892.861328125,16.03125""","""-189.16490173339844,-148.13034057617188,0"""
14,185992,TaZ g2a.com,"""-2119.16259765625,-544.5034790039062,-120.84944915771484""","""-172.09906005859375,-179.76658630371094,0"""
14,185995,Lekr0,"""-615.1023559570312,470.9304504394531,-0.96875""","""11.326827049255371,-239.73257446289062,0"""
14,185999,dennis,"""-639.47265625,630.7406005859375,16.03125""","""-13.650983810424805,-249.6270294189453,0"""
14,186010,olofmeister,"""-600.4342041015625,148.39674377441406,-0.96875""","""12.058174133300781,-244.00146484375,0"""
14,186025,pashaBiceps g2a.com,"""-622.1720581054688,-937.65673828125,-124.38933563232422""","""229.45506286621094,-85.87998962402344,0"""
14,186029,wenton,"""-538.7108764648438,847.4603881835938,16.03125""","""-189.66795349121094,-162.8682403564453,0"""
14,186030,TaZ g2a.com,"""-2171.393798828125,-597.224365234375,-112.98542022705078""","""-178.20608520507812,-175.33566284179688,0"""
14,186033,Lekr0,"""-612.011474609375,403.4693603515625,0.03125""","""7.051061630249023,-158.36717224121094,0"""
14,186036,byali g2a.com,"""-833.7304077148438,-519.0761108398438,-31.96875""","""206.79624938964844,-28.804378509521484,0"""
14,186045,neo g2a.com,"""-764.6319580078125,-1016.3263549804688,-125.84013366699219""","""194.6417694091797,130.06527709960938,0"""
14,186048,olofmeister,"""-608.44775390625,76.61958312988281,-0.96875""","""-5.8474955558776855,-236.82044982910156,0"""
14,186064,pashaBiceps g2a.com,"""-554.2031860351562,-963.5504150390625,-125.36067962646484""","""228.6594696044922,-87.97640991210938,0"""
14,186068,wenton,"""-592.4926147460938,793.7305908203125,16.03125""","""-151.16038513183594,-199.1244354248047,0"""
14,186068,TaZ g2a.com,"""-2228.312255859375,-644.6207275390625,-74.13627624511719""","""-209.34327697753906,-136.65794372558594,0"""
14,186083,neo g2a.com,"""-705.5266723632812,-976.8554077148438,-127.00533294677734""","""178.89894104003906,119.24835968017578,0"""
14,186085,olofmeister,"""-609.6502075195312,4.7785773277282715,0.03125""","""8.494165420532227,-244.85272216796875,0"""
14,186101,pashaBiceps g2a.com,"""-486.4510803222656,-990.0049438476562,-125.5814208984375""","""227.4037322998047,-91.17317199707031,0"""
14,186105,wenton,"""-621.3795776367188,728.8138427734375,16.03125""","""-19.6861572265625,-231.0108642578125,0"""
14,186106,TaZ g2a.com,"""-2293.09912109375,-676.2828979492188,-48.262123107910156""","""-233.931640625,-88.18158721923828,0"""
14,186123,olofmeister,"""-592.9635009765625,-65.54928588867188,-8.739705085754395""","""98.07005310058594,-224.515625,0"""
14,186132,neo g2a.com,"""-627.2615966796875,-949.5890502929688,-125.83024597167969""","""233.98428344726562,-3.517251968383789,0"""
14,186140,pashaBiceps g2a.com,"""-417.9363708496094,-1008.7105102539062,-126.8302001953125""","""235.03421020507812,-67.09605407714844,0"""
14,186143,wenton,"""-613.4561157226562,659.692626953125,16.03125""","""15.023055076599121,-249.3567657470703,0"""
14,186143,TaZ g2a.com,"""-2363.4423828125,-699.9276123046875,-32.81003189086914""","""-237.78880310058594,-77.17829132080078,0"""
14,186148,TaZ g2a.com,"""-2372.644775390625,-703.0703735351562,-28.87654685974121""","""-232.56564331054688,-84.50611877441406,292.6183776855469"""
14,186162,olofmeister,"""-550.8682250976562,-106.54886627197266,-33.06521987915039""","""189.2928466796875,-29.828840255737305,0"""
14,186170,neo g2a.com,"""-568.835693359375,-979.0572509765625,-127.45199584960938""","""199.5404815673828,-116.6744384765625,0"""
14,186178,pashaBiceps g2a.com,"""-349.1041564941406,-1029.3302001953125,-127.2508544921875""","""233.9913330078125,-17.205322265625,0"""
14,186181,wenton,"""-611.4348754882812,585.5087280273438,16.03125""","""2.2682363986968994,-249.98971557617188,0"""
14,186207,TaZ g2a.com,"""-2471.881591796875,-755.7877197265625,20.03125""","""-149.47381591796875,-180.486083984375,0"""
14,186209,neo g2a.com,"""-501.65655517578125,-1003.0858764648438,-127.96875""","""237.59921264648438,-59.76294708251953,0"""
14,186212,olofmeister,"""-462.2712097167969,-118.12571716308594,-33.009254455566406""","""238.15187072753906,-29.72690200805664,0"""
14,186216,pashaBiceps g2a.com,"""-279.5383605957031,-1047.0159912109375,-124.70170593261719""","""230.79544067382812,-82.2098617553711,0"""
14,186219,wenton,"""-610.4303588867188,511.2989501953125,-0.96875""","""7.072444438934326,-249.8999481201172,0"""
14,186247,neo g2a.com,"""-430.613037109375,-1018.6529541015625,-127.63621520996094""","""239.24171447753906,-52.805335998535156,0"""
14,186248,TaZ g2a.com,"""-2487.40771484375,-819.6624755859375,1.4621031284332275""","""-101.08382415771484,-106.1202163696289,0"""
14,186250,olofmeister,"""-391.7731628417969,-128.4136505126953,-33.3291130065918""","""236.79954528808594,-39.06367874145508,0"""
14,186254,pashaBiceps g2a.com,"""-211.7641143798828,-1073.3876953125,-124.68038940429688""","""226.81723022460938,-92.62255859375,0"""
14,186257,wenton,"""-607.8213500976562,441.7181396484375,-0.96875""","""6.6348419189453125,-158.28184509277344,0"""
