Round,Tick,Player,PlayerPosition,Velocity
1,5262,TaZ g2a.com,"""-2011.6534423828125,-1668.07666015625,-5.100286483764648""","""-182.71621704101562,-123.76599884033203,0"""
1,5272,pashaBiceps g2a.com,"""-507.093505859375,-122.56163787841797,-32.86842727661133""","""-215.24484252929688,79.77064514160156,0"""
1,5276,neo g2a.com,"""-1889.244384765625,-964.6119995117188,0.03125""","""0.5706472396850586,144.75341796875,0"""
1,5281,byali g2a.com,"""-1193.4110107421875,-806.6181030273438,-71.87171173095703""","""-224.2965545654297,25.678508758544922,0"""
1,5294,Snax g2a.com,"""-3177.744384765625,-429.2587890625,32.03125""","""-22.707509994506836,-228.44308471679688,0"""
1,5313,pashaBiceps g2a.com,"""-564.0093383789062,-74.5638427734375,-13.246984481811523""","""-159.2218017578125,179.57846069335938,0"""
1,5315,TaZ g2a.com,"""-2059.265625,-1719.7939453125,-11.298495292663574""","""-49.3868522644043,-201.0066375732422,0"""
1,5319,byali g2a.com,"""-1260.996826171875,-796.4195556640625,-50.35776138305664""","""-233.08767700195312,26.572769165039062,0"""
1,5332,Snax g2a.com,"""-3153.831298828125,-482.12017822265625,32.03125""","""171.8485107421875,-83.0539779663086,0"""
1,5348,pashaBiceps g2a.com,"""-602.8948364257812,-23.6610050201416,0.03125""","""-87.19991302490234,214.30157470703125,0"""
1,5357,byali g2a.com,"""-1330.7899169921875,-791.7174072265625,-32.85736846923828""","""-239.20834350585938,-19.47728729248047,0"""
1,5365,TaZ g2a.com,"""-2101.9140625,-1794.7215576171875,-16.1748046875""","""-170.67494201660156,-168.10049438476562,0"""
1,5374,Lekr0,"""-1933.357666015625,-1350.8380126953125,0.03125""","""-151.70541381835938,135.04127502441406,0"""
1,5382,Snax g2a.com,"""-3068.25390625,-491.6299133300781,32.03125""","""239.93577575683594,-5.551889419555664,0"""
1,5386,pashaBiceps g2a.com,"""-626.2288818359375,41.73067855834961,0.03125""","""-89.798583984375,215.98629760742188,0"""
1,5395,byali g2a.com,"""-1400.854736328125,-801.7592163085938,-23.013357162475586""","""-208.7401123046875,-36.58652114868164,0"""
1,5402,TaZ g2a.com,"""-2155.86865234375,-1838.197509765625,-20.911123275756836""","""-197.83663940429688,-135.8700408935547,0"""
1,5416,neo g2a.com,"""-1847.458984375,-911.1416625976562,0.03125""","""-38.90700149536133,125.24334716796875,0"""
1,5420,Snax g2a.com,"""-2998.377197265625,-502.8067932128906,8.223480224609375""","""234.20082092285156,-42.20415115356445,0"""
1,5424,pashaBiceps g2a.com,"""-644.0596313476562,110.17240142822266,-0.96875""","""-64.8664321899414,225.5132598876953,0"""
1,5440,TaZ g2a.com,"""-2218.04541015625,-1872.777587890625,-31.898897171020508""","""-219.18630981445312,-97.76174926757812,0"""
1,5458,Snax g2a.com,"""-2939.043212890625,-483.424072265625,8.186264038085938""","""141.9879150390625,157.79312133789062,0"""
1,5462,pashaBiceps g2a.com,"""-677.1233520507812,170.21749877929688,0.03125""","""-108.60073852539062,207.1008758544922,0"""
1,5478,TaZ g2a.com,"""-2281.153564453125,-1896.9893798828125,-31.969118118286133""","""-117.22740936279297,-42.51720428466797,0"""
1,5500,pashaBiceps g2a.com,"""-711.9508056640625,230.4817352294922,-0.96875""","""-87.35294342041016,223.53851318359375,0"""
1,5508,Lekr0,"""-1929.2298583984375,-1338.80078125,0.03125""","""112.72262573242188,-122.30696105957031,0"""
1,5538,pashaBiceps g2a.com,"""-756.8265991210938,280.7554016113281,-0.96875""","""-198.7410430908203,86.7854995727539,0"""
1,5555,TaZ g2a.com,"""-2372.936279296875,-1879.4869384765625,-32.1911506652832""","""-221.36106872558594,65.23473358154297,0"""
1,5570,Snax g2a.com,"""-2884.666748046875,-495.5599060058594,8.357782363891602""","""40.65102005004883,-181.77703857421875,0"""
1,5588,pashaBiceps g2a.com,"""-842.0742797851562,302.7131042480469,-0.96875""","""-229.82679748535156,28.08169174194336,0"""
1,5593,TaZ g2a.com,"""-2439.863037109375,-1856.2481689453125,-1.3463821411132812""","""-226.0948486328125,80.5053939819336,0"""
1,5604,TaZ g2a.com,"""-2459.323486328125,-1849.4598388671875,8.528924942016602""","""-227.2522735595703,75.34989166259766,286.3683776855469"""
1,5667,Snax g2a.com,"""-2937.311279296875,-510.1961669921875,3.6157822608947754""","""-182.132568359375,-119.86730194091797,0"""
1,5686,TaZ g2a.com,"""-2496.741943359375,-1845.5589599609375,58.736663818359375""","""-125.88957214355469,-80.81065368652344,0"""
1,5731,Lekr0,"""-1956.529296875,-1322.2529296875,0.03125""","""-170.77529907226562,153.8765411376953,0"""
1,5744,neo g2a.com,"""-1871.431884765625,-962.6514282226562,0.03125""","""31.56222915649414,-189.28468322753906,0"""
1,5747,Snax g2a.com,"""-2910.95751953125,-556.1304321289062,1.5889906883239746""","""91.45377349853516,-167.98760986328125,0"""
1,5773,TaZ g2a.com,"""-2553.864013671875,-1804.4432373046875,48.03125""","""-66.68001556396484,181.51914978027344,0"""
1,5780,pashaBiceps g2a.com,"""-971.5111694335938,417.4903564453125,0.03125""","""-157.36367797851562,87.7496566772461,0"""
1,5797,Snax g2a.com,"""-2912.1845703125,-635.2005615234375,1.2110252380371094""","""-86.58565521240234,-214.712158203125,0"""
1,5817,Lekr0,"""-1994.704345703125,-1268.3489990234375,0.03125""","""-136.53964233398438,18.678466796875,0"""
1,5824,TaZ g2a.com,"""-2556.953125,-1723.6629638671875,48.03125""","""-14.526662826538086,145.06370544433594,0"""
1,5835,Snax g2a.com,"""-2939.58740234375,-700.5458374023438,7.469598770141602""","""-75.16867065429688,-227.92469787597656,0"""
1,5869,TaZ g2a.com,"""-2546.118896484375,-1713.180419921875,50.34174346923828""","""88.44994354248047,98.70047760009766,292.6183776855469"""
1,5896,pashaBiceps g2a.com,"""-950.9442749023438,367.30908203125,0.38592529296875""","""74.0113754272461,-193.49728393554688,0"""
1,6013,neo g2a.com,"""-1906.988525390625,-941.6582641601562,0.03125""","""-109.43746185302734,196.9835662841797,0"""
1,6051,neo g2a.com,"""-1935.5460205078125,-878.2774658203125,-0.20021295547485352""","""-129.7853546142578,196.4640350341797,0"""
1,6101,Lekr0,"""-1934.3887939453125,-1232.4530029296875,0.03125""","""172.4484100341797,-22.807401657104492,0"""
1,6169,neo g2a.com,"""-2044.981201171875,-795.57958984375,-21.51382827758789""","""-157.21942138671875,60.78590774536133,0"""
1,6184,TaZ g2a.com,"""-2533.895751953125,-1660.3724365234375,165.5061798095703""","""-138.18186950683594,124.54190063476562,0"""
1,6218,neo g2a.com,"""-2123.5849609375,-777.9176635742188,-35.519874572753906""","""-223.53062438964844,30.67784881591797,0"""
1,6234,TaZ g2a.com,"""-2578.266845703125,-1591.504638671875,176.59896850585938""","""-41.45586395263672,225.76760864257812,0"""
1,6243,pashaBiceps g2a.com,"""-859.073486328125,31.332345962524414,128.03125""","""170.4678955078125,-65.3851547241211,0"""
1,6257,neo g2a.com,"""-2192.472900390625,-779.1812133789062,-24.982702255249023""","""-205.97610473632812,82.48689270019531,0"""
1,6271,TaZ g2a.com,"""-2584.567626953125,-1523.5576171875,178.1741485595703""","""-52.93507766723633,228.16285705566406,0"""
1,6285,Lekr0,"""-1981.8623046875,-1284.6068115234375,0.03125""","""143.71043395996094,-105.79452514648438,0"""
1,6293,pashaBiceps g2a.com,"""-785.310302734375,-10.765459060668945,128.03125""","""141.44325256347656,-173.10462951660156,0"""
1,6301,neo g2a.com,"""-2196.0078125,-736.3265991210938,-35.8538703918457""","""106.18408966064453,147.71865844726562,0"""
1,6331,pashaBiceps g2a.com,"""-770.7997436523438,-74.46443176269531,128.03125""","""-4.2469916343688965,-240.75732421875,0"""
1,6365,Lekr0,"""-1933.447021484375,-1296.0880126953125,0.03125""","""-153.94630432128906,-64.58770751953125,0"""
1,6369,pashaBiceps g2a.com,"""-778.2322387695312,-147.85447692871094,128.03125""","""-38.52546691894531,-247.01373291015625,0"""
1,6373,neo g2a.com,"""-2222.01416015625,-698.56298828125,-45.655799865722656""","""-192.98617553710938,-71.92395782470703,0"""
1,6407,pashaBiceps g2a.com,"""-792.1898803710938,-220.73878479003906,133.42529296875""","""-53.22191619873047,-244.2691650390625,0"""
1,6429,pashaBiceps g2a.com,"""-802.2853393554688,-262.50030517578125,145.1930694580078""","""-64.20591735839844,-241.6145782470703,292.6183776855469"""
1,6446,neo g2a.com,"""-2242.510009765625,-653.5889282226562,-66.81256103515625""","""39.541954040527344,169.7269287109375,0"""
1,6515,Lekr0,"""-1985.7177734375,-1298.666015625,0.03125""","""-31.510358810424805,151.12928771972656,0"""
1,6517,neo g2a.com,"""-2320.303955078125,-669.9346313476562,-49.315391540527344""","""-204.14544677734375,-114.50352478027344,0"""
1,6556,neo g2a.com,"""-2388.6982421875,-685.7471313476562,-37.02973937988281""","""-232.52415466308594,-29.447402954101562,0"""
1,6564,Lekr0,"""-2015.8612060546875,-1230.07666015625,0.03125""","""-118.65428924560547,162.715087890625,0"""
1,6573,pashaBiceps g2a.com,"""-929.819580078125,-501.8084716796875,-31.860795974731445""","""-233.40875244140625,-128.58795166015625,0"""
1,6636,pashaBiceps g2a.com,"""-1005.6355590820312,-533.0841674804688,-31.96875""","""-143.21463012695312,-90.41776275634766,0"""
1,6658,neo g2a.com,"""-2408.6318359375,-687.0110473632812,-33.934043884277344""","""168.66455078125,11.157269477844238,0"""
1,6913,Lekr0,"""-1998.2113037109375,-1269.67041015625,0.03125""","""56.081298828125,-147.21340942382812,0"""
1,6993,Lekr0,"""-1959.761962890625,-1298.4200439453125,0.03125""","""-156.2908477783203,-46.80213928222656,0"""
1,7076,Lekr0,"""-1927.3590087890625,-1268.2913818359375,0.03125""","""188.88436889648438,124.53458404541016,0"""
1,7186,Snax g2a.com,"""-2766.451416015625,-662.4342041015625,8.319681167602539""","""166.71554565429688,124.85368347167969,0"""
1,7220,Lekr0,"""-1941.15869140625,-1263.0484619140625,0.03125""","""-144.90301513671875,-99.31039428710938,0"""
1,7222,neo g2a.com,"""-2440.845458984375,-679.3807373046875,-34.25261688232422""","""-102.64498138427734,-45.42457580566406,0"""
1,7260,pashaBiceps g2a.com,"""-1391.64453125,-799.9471435546875,-23.109453201293945""","""-163.79348754882812,-78.71199035644531,0"""
1,7269,Lekr0,"""-1962.345947265625,-1327.5682373046875,0.03125""","""67.57351684570312,-195.09420776367188,0"""
1,7369,TaZ g2a.com,"""-2533.18994140625,-1478.9931640625,165.3297576904297""","""212.700927734375,26.94583511352539,0"""
1,7387,TaZ g2a.com,"""-2502.87890625,-1471.0579833984375,163.17276000976562""","""217.25567626953125,73.49887084960938,286.3683776855469"""
1,7496,TaZ g2a.com,"""-2336.895751953125,-1377.825439453125,116.97046661376953""","""164.28839111328125,154.16331481933594,0"""
1,7527,pashaBiceps g2a.com,"""-1556.4559326171875,-899.04150390625,-11.96875""","""-132.9870147705078,-187.93289184570312,0"""
1,7548,TaZ g2a.com,"""-2326.7734375,-1304.020751953125,116.5895004272461""","""40.559906005859375,229.06336975097656,0"""
1,7552,Snax g2a.com,"""-2649.433837890625,-674.7590942382812,16.127920150756836""","""186.37628173828125,-143.34596252441406,0"""
1,7565,pashaBiceps g2a.com,"""-1597.361083984375,-956.8775634765625,-11.96875""","""-138.55828857421875,-195.96324157714844,0"""
1,7571,pashaBiceps g2a.com,"""-1603.856201171875,-966.0634155273438,-7.396587371826172""","""-138.5554962158203,-195.96522521972656,286.3683776855469"""
1,7586,TaZ g2a.com,"""-2312.119384765625,-1232.3553466796875,118.34903717041016""","""53.3782844543457,244.23504638671875,0"""
1,7590,Snax g2a.com,"""-2603.646484375,-727.627685546875,10.945964813232422""","""123.23185729980469,-204.81890869140625,0"""
1,7628,Snax g2a.com,"""-2565.710205078125,-787.9640502929688,5.601992607116699""","""173.1314697265625,-150.16783142089844,0"""
1,7639,Snax g2a.com,"""-2549.215576171875,-797.5225830078125,7.166181564331055""","""203.376708984375,-87.63627624511719,292.6183776855469"""
1,7666,pashaBiceps g2a.com,"""-1577.8846435546875,-1079.252197265625,-13.274517059326172""","""36.44613265991211,-145.6609344482422,0"""
1,7668,TaZ g2a.com,"""-2277.263427734375,-1076.0396728515625,5.8155670166015625""","""54.49802780151367,243.9876251220703,0"""
1,7744,TaZ g2a.com,"""-2194.399658203125,-1049.76171875,4.03125""","""175.17320251464844,19.70684242248535,0"""
1,7746,Snax g2a.com,"""-2441.94677734375,-690.608642578125,-27.739904403686523""","""157.59201049804688,84.24168395996094,0"""
1,7774,pashaBiceps g2a.com,"""-1638.1611328125,-1116.3533935546875,0.03125""","""-215.3297119140625,-33.50661849975586,0"""
1,7798,Snax g2a.com,"""-2365.4208984375,-706.145263671875,-30.45761489868164""","""224.1737060546875,-64.16595458984375,0"""
1,7824,pashaBiceps g2a.com,"""-1726.2969970703125,-1114.808349609375,1.03125""","""-227.49041748046875,-25.90172576904297,0"""
1,7836,Snax g2a.com,"""-2295.5966796875,-724.5492553710938,-30.362606048583984""","""216.2089080810547,-107.9111557006836,0"""
1,7862,pashaBiceps g2a.com,"""-1773.026611328125,-1151.0859375,0.03125""","""-70.29471588134766,-195.0299835205078,0"""
1,7874,Snax g2a.com,"""-2227.0166015625,-742.1829223632812,-30.980371475219727""","""238.32516479492188,-28.30403709411621,0"""
1,7912,pashaBiceps g2a.com,"""-1772.802490234375,-1236.4627685546875,0.03125""","""68.47624969482422,-215.97633361816406,0"""
1,7912,Snax g2a.com,"""-2159.568603515625,-757.6727905273438,-32.3050537109375""","""203.0226593017578,-109.26580810546875,0"""
1,7950,pashaBiceps g2a.com,"""-1765.2626953125,-1305.8526611328125,0.03125""","""1.0136687755584717,-239.99786376953125,0"""
1,7950,Snax g2a.com,"""-2112.219970703125,-804.1959228515625,-32.213661193847656""","""101.90479278564453,-207.10284423828125,0"""
1,7988,pashaBiceps g2a.com,"""-1767.48876953125,-1377.0595703125,0.03125""","""-11.949308395385742,-239.70236206054688,0"""
1,7988,Snax g2a.com,"""-2089.072509765625,-871.526123046875,-10.096874237060547""","""64.4281997680664,-236.3768310546875,0"""
1,8026,pashaBiceps g2a.com,"""-1771.24365234375,-1448.210693359375,48.19708251953125""","""-12.97824764251709,-239.6488494873047,0"""
1,8026,Snax g2a.com,"""-2069.84619140625,-941.5498046875,0.03125""","""43.23876190185547,-235.06423950195312,0"""
1,8064,Snax g2a.com,"""-2076.980712890625,-1012.1821899414062,0.03125""","""-44.999046325683594,-238.87306213378906,0"""
2,10045,neo g2a.com,"""-2234.429443359375,-1641.4444580078125,-21.681861877441406""","""152.50982666015625,182.57595825195312,0"""
2,10046,olofmeister,"""-455.24700927734375,2308.556884765625,-229.0625""","""48.327213287353516,-234.03341674804688,0"""
2,10046,TaZ g2a.com,"""-2187.35400390625,-1505.6561279296875,-10.83914566040039""","""15.053192138671875,231.14382934570312,0"""
2,10047,dennis,"""-709.7753295898438,2186.345458984375,-192.9188690185547""","""209.11709594726562,-95.51655578613281,0"""
2,10047,pashaBiceps g2a.com,"""-2329.531494140625,-1529.9112548828125,-13.421875""","""197.3344268798828,103.26361846923828,0"""
2,10047,twist,"""-464.7396240234375,2119.083984375,-227.8759002685547""","""108.49842071533203,-211.9747772216797,0"""
2,10047,wenton,"""-563.35205078125,2168.66650390625,-215.5494384765625""","""209.78099060058594,-104.9234390258789,0"""
2,10048,byali g2a.com,"""-2314.50537109375,-1602.2640380859375,-18.392988204956055""","""175.66519165039062,122.33049011230469,0"""
2,10048,Lekr0,"""-674.4851684570312,2368.64453125,-201.6578369140625""","""155.6474609375,-181.33114624023438,0"""
2,10048,Snax g2a.com,"""-2209.9306640625,-1576.4561767578125,-16.84596824645996""","""-6.211432456970215,230.14341735839844,0"""
2,10084,olofmeister,"""-440.3370666503906,2236.35205078125,-230.9262237548828""","""50.55760955810547,-244.83447265625,0"""
2,10084,pashaBiceps g2a.com,"""-2267.509765625,-1503.7740478515625,-12.58799934387207""","""206.66525268554688,131.08070373535156,0"""
2,10084,twist,"""-434.2756042480469,2058.9248046875,-210.19961547851562""","""96.80867004394531,-194.05599975585938,0"""
2,10084,wenton,"""-512.0818481445312,2122.473876953125,-221.9581298828125""","""163.50985717773438,-174.01190185546875,0"""
2,10084,neo g2a.com,"""-2189.21533203125,-1585.956298828125,-14.702159881591797""","""142.230712890625,198.23744201660156,0"""
2,10085,dennis,"""-645.310791015625,2157.03515625,-205.3046112060547""","""218.54769897460938,-99.1811294555664,0"""
2,10085,TaZ g2a.com,"""-2182.97119140625,-1431.21630859375,-7.178077697753906""","""13.046684265136719,249.6593475341797,0"""
2,10086,Lekr0,"""-626.4658813476562,2312.703369140625,-207.6602325439453""","""162.83094787597656,-189.69996643066406,0"""
2,10086,Snax g2a.com,"""-2211.8544921875,-1505.6439208984375,-13.825927734375""","""-7.63809061050415,239.87843322753906,0"""
2,10098,byali g2a.com,"""-2230.4501953125,-1570.749267578125,-17.809608459472656""","""221.2930450439453,92.89452362060547,0"""
2,10121,neo g2a.com,"""-2154.1513671875,-1521.401611328125,-6.964939117431641""","""140.01461791992188,202.3577423095703,0"""
2,10122,olofmeister,"""-425.3274841308594,2163.6640625,-232.80242919921875""","""50.55760955810547,-244.83447265625,0"""
2,10122,wenton,"""-456.9620056152344,2075.5498046875,-213.77960205078125""","""153.41575622558594,-187.77764892578125,0"""
2,10122,TaZ g2a.com,"""-2179.402587890625,-1359.0386962890625,-3.9789276123046875""","""11.94420051574707,249.71450805664062,0"""
2,10123,dennis,"""-578.6275024414062,2126.703857421875,-213.63992309570312""","""226.9028778076172,-104.95274353027344,0"""
2,10124,Lekr0,"""-578.1262817382812,2256.389892578125,-213.70265197753906""","""162.83094787597656,-189.69996643066406,0"""
2,10135,twist,"""-393.826171875,1973.2178955078125,-176.18495178222656""","""101.99536895751953,-228.24755859375,0"""
2,10136,byali g2a.com,"""-2183.380859375,-1523.2685546875,-10.689741134643555""","""136.3760528564453,192.72413635253906,0"""
2,10150,Snax g2a.com,"""-2194.614013671875,-1430.0726318359375,-7.457401275634766""","""2.241962194442749,179.0506591796875,0"""
2,10160,olofmeister,"""-410.3179016113281,2090.97607421875,-223.3949737548828""","""50.55760955810547,-244.83447265625,0"""
2,10160,wenton,"""-414.4664306640625,2019.48828125,-197.6011199951172""","""181.43359375,-155.3403778076172,0"""
2,10160,neo g2a.com,"""-2126.61181640625,-1453.5120849609375,-3.9840469360351562""","""60.98346710205078,242.44796752929688,0"""
2,10160,TaZ g2a.com,"""-2175.6552734375,-1284.9144287109375,-2.596240997314453""","""13.501542091369629,249.63514709472656,0"""
2,10161,dennis,"""-513.032958984375,2092.135009765625,-215.5994110107422""","""208.9254913330078,-137.2958221435547,0"""
2,10162,Lekr0,"""-529.7866821289062,2200.076416015625,-219.7450714111328""","""162.83094787597656,-189.69996643066406,0"""
2,10172,twist,"""-368.0660095214844,1911.064208984375,-151.65274047851562""","""60.01141357421875,-169.3451690673828,0"""
2,10174,byali g2a.com,"""-2154.404296875,-1458.16015625,-5.952384948730469""","""71.97634887695312,234.1888427734375,0"""
2,10198,olofmeister,"""-377.1136779785156,2028.7569580078125,-202.34347534179688""","""173.1532440185547,-173.5485076904297,0"""
2,10198,wenton,"""-373.9608154296875,1960.1280517578125,-172.89410400390625""","""104.6349868774414,-227.04957580566406,0"""
2,10198,neo g2a.com,"""-2129.44482421875,-1382.11865234375,-3.78118896484375""","""-87.99497985839844,222.75906372070312,0"""
2,10198,TaZ g2a.com,"""-2170.5703125,-1210.9071044921875,0.2561359405517578""","""40.1709098815918,246.75148010253906,0"""
2,10199,dennis,"""-459.0731201171875,2043.8624267578125,-203.35708618164062""","""116.90433502197266,-203.02674865722656,0"""
2,10200,Lekr0,"""-481.4463195800781,2143.762939453125,-225.78758239746094""","""162.83094787597656,-189.69996643066406,0"""
2,10200,Snax g2a.com,"""-2203.892578125,-1342.8572998046875,-4.060747146606445""","""-35.861881256103516,242.3611602783203,0"""
2,10210,pashaBiceps g2a.com,"""-2183.332275390625,-1424.2684326171875,-6.6515045166015625""","""0,188.20809936523438,0"""
2,10222,twist,"""-347.8420104980469,1824.89892578125,-106.4145736694336""","""33.36796951293945,-247.76315307617188,0"""
2,10235,neo g2a.com,"""-2143.3359375,-1313.87109375,-3.880523681640625""","""0.8574959635734558,249.99853515625,0"""
2,10236,olofmeister,"""-340.6640930175781,1966.515380859375,-177.22274780273438""","""82.07754516601562,-236.14248657226562,0"""
2,10236,TaZ g2a.com,"""-2157.92578125,-1137.7913818359375,2.549793243408203""","""43.9241828918457,246.111083984375,0"""
2,10237,dennis,"""-432.0882568359375,1978.015869140625,-177.0091094970703""","""125.02388763427734,-212.6084747314453,0"""
2,10237,wenton,"""-346.287353515625,1889.6043701171875,-138.76730346679688""","""80.78338623046875,-225.99566650390625,0"""
2,10238,Lekr0,"""-433.1055603027344,2087.449462890625,-219.64224243164062""","""162.83094787597656,-189.69996643066406,0"""
2,10238,Snax g2a.com,"""-2217.53271484375,-1271.44140625,-1.6573314666748047""","""-59.83999252319336,237.579833984375,0"""
2,10240,byali g2a.com,"""-2147.302001953125,-1379.9097900390625,-3.96875""","""35.84014129638672,226.91665649414062,0"""
2,10260,pashaBiceps g2a.com,"""-2186.946533203125,-1337.75146484375,-3.96875""","""-0.5974626541137695,237.72198486328125,0"""
2,10261,twist,"""-340.64678955078125,1751.82275390625,-69.87647247314453""","""19.817764282226562,-239.18038940429688,0"""
2,10273,neo g2a.com,"""-2137.261962890625,-1239.943115234375,-1.209075927734375""","""31.093982696533203,248.05877685546875,0"""
2,10274,olofmeister,"""-321.1978759765625,1894.9293212890625,-141.4297637939453""","""55.941505432128906,-243.66073608398438,0"""
2,10275,dennis,"""-386.9129333496094,1921.5330810546875,-154.13449096679688""","""197.67849731445312,-136.30389404296875,0"""
2,10275,wenton,"""-322.8797302246094,1821.7567138671875,-104.84341430664062""","""79.90982055664062,-236.43484497070312,0"""
2,10275,TaZ g2a.com,"""-2134.485107421875,-1067.6656494140625,1.9946413040161133""","""106.4737319946289,226.19313049316406,0"""
2,10276,Lekr0,"""-385.48724365234375,2032.162353515625,-203.86773681640625""","""150.6887664794922,-173.7610321044922,0"""
2,10276,Snax g2a.com,"""-2239.2373046875,-1202.0416259765625,1.2770023345947266""","""-80.50460052490234,231.3957977294922,0"""
2,10278,byali g2a.com,"""-2139.484375,-1308.927734375,-3.8083114624023438""","""-37.61297607421875,235.779541015625,0"""
2,10298,pashaBiceps g2a.com,"""-2180.59521484375,-1266.064697265625,-1.8086109161376953""","""-41.824195861816406,224.50979614257812,0"""
2,10299,twist,"""-334.49560546875,1686.01953125,-36.974853515625""","""23.895038604736328,-234.80621337890625,0"""
2,10312,wenton,"""-304.15093994140625,1752.2156982421875,-70.07292938232422""","""25.466257095336914,-247.47120666503906,0"""
2,10312,neo g2a.com,"""-2111.195068359375,-1174.5360107421875,-0.2339363396167755""","""154.2649383544922,183.85409545898438,0"""
2,10312,TaZ g2a.com,"""-2114.005126953125,-999.0771484375,0.5780782699584961""","""43.444007873535156,238.15264892578125,0"""
2,10313,olofmeister,"""-307.36737060546875,1822.0562744140625,-104.99320983886719""","""28.340896606445312,-248.3883819580078,0"""
2,10313,dennis,"""-340.9362487792969,1871.6722412109375,-129.80125427246094""","""54.75349426269531,-205.55873107910156,0"""
2,10314,Lekr0,"""-353.2061767578125,1969.32421875,-178.62721252441406""","""65.71485137939453,-240.5763397216797,0"""
2,10314,Snax g2a.com,"""-2272.78515625,-1137.2244873046875,4.03125""","""-144.7856903076172,197.64134216308594,0"""
2,10316,byali g2a.com,"""-2149.0517578125,-1236.7725830078125,-0.9691562652587891""","""-0.1465987265110016,249.9999542236328,0"""
2,10318,TaZ g2a.com,"""-2111.60791015625,-987.9010009765625,5.021341323852539""","""53.479095458984375,238.56491088867188,286.3683776855469"""
2,10337,pashaBiceps g2a.com,"""-2181.9482421875,-1201.916259765625,0.7202644348144531""","""81.38768768310547,206.91937255859375,0"""
2,10337,twist,"""-327.2113952636719,1613.95556640625,-0.9428253173828125""","""23.366844177246094,-241.72991943359375,0"""
2,10349,neo g2a.com,"""-2058.439697265625,-1125.9176025390625,0.03125""","""181.17051696777344,171.59173583984375,0"""
2,10350,wenton,"""-289.87841796875,1679.4300537109375,-33.68012237548828""","""45.05448913574219,-245.9066925048828,0"""
2,10351,olofmeister,"""-292.062744140625,1751.7806396484375,-69.85539245605469""","""117.03101348876953,-211.47705078125,0"""
2,10352,Lekr0,"""-328.0394592285156,1901.0440673828125,-144.48709106445312""","""74.82461547851562,-237.9763641357422,0"""
2,10352,Snax g2a.com,"""-2307.300537109375,-1077.017333984375,4.03125""","""-152.80857849121094,191.19662475585938,0"""
2,10354,byali g2a.com,"""-2129.945556640625,-1169.7353515625,0.7816016674041748""","""143.9647674560547,181.0301513671875,0"""
2,10363,dennis,"""-340.6204833984375,1783.10498046875,-85.51754760742188""","""36.20772171020508,-245.23300170898438,0"""
2,10374,pashaBiceps g2a.com,"""-2164.29638671875,-1132.4688720703125,2.9198646545410156""","""45.1096305847168,245.8965606689453,0"""
2,10375,twist,"""-320.5510559082031,1542.2330322265625,0.3104879856109619""","""21.336456298828125,-239.0496826171875,0"""
2,10387,neo g2a.com,"""-2016.0338134765625,-1068.30908203125,0.03125""","""120.40290069580078,210.14437866210938,0"""
2,10388,wenton,"""-281.7536315917969,1605.697021484375,0.03125""","""16.926166534423828,-249.4263458251953,0"""
2,10389,olofmeister,"""-273.5639343261719,1681.704833984375,-34.817466735839844""","""26.726634979248047,-248.56727600097656,0"""
2,10390,Lekr0,"""-334.6084899902344,1833.1806640625,-110.55538940429688""","""-75.14457702636719,-226.9947052001953,0"""
2,10390,Snax g2a.com,"""-2357.603515625,-1022.8298950195312,4.03125""","""-178.24002075195312,175.30116271972656,0"""
2,10392,byali g2a.com,"""-2075.42724609375,-1122.8856201171875,0.03125""","""190.890380859375,155.9582977294922,0"""
2,10401,dennis,"""-326.7323303222656,1710.2265625,-49.078330993652344""","""50.839420318603516,-244.776123046875,0"""
2,10404,dennis,"""-325.52947998046875,1704.491943359375,-44.85624694824219""","""51.42244338989258,-244.65431213378906,292.6183776855469"""
2,10412,pashaBiceps g2a.com,"""-2149.989013671875,-1059.6846923828125,2.5032122135162354""","""67.7860336303711,240.63467407226562,0"""
2,10413,twist,"""-314.8719177246094,1472.5198974609375,0.03125""","""18.169607162475586,-249.3388671875,0"""
2,10419,TaZ g2a.com,"""-2041.37744140625,-810.3441162109375,-14.141852378845215""","""59.221351623535156,146.05348205566406,0"""
2,10426,wenton,"""-278.25384521484375,1532.74169921875,0.03125""","""2.5748679637908936,-239.98617553710938,0"""
2,10426,neo g2a.com,"""-1970.62646484375,-1011.5076293945312,0.03125""","""180.36746215820312,165.80886840820312,0"""
2,10427,olofmeister,"""-272.7677917480469,1607.6337890625,0.03125""","""-15.701766967773438,-249.5064239501953,0"""
2,10428,Lekr0,"""-356.2822265625,1762.9720458984375,-75.45108795166016""","""-45.03705596923828,-243.59071350097656,0"""
2,10428,Snax g2a.com,"""-2410.99365234375,-973.3308715820312,2.7022945880889893""","""-182.7272186279297,163.2046661376953,0"""
2,10430,byali g2a.com,"""-2028.453369140625,-1068.4442138671875,0.03125""","""150.22377014160156,193.51426696777344,0"""
2,10450,pashaBiceps g2a.com,"""-2118.699462890625,-995.1360473632812,0.7177107334136963""","""168.42518615722656,160.67466735839844,0"""
2,10450,twist,"""-310.57086181640625,1398.4290771484375,0.03125""","""10.635509490966797,-249.773681640625,0"""
2,10464,neo g2a.com,"""-1913.4322509765625,-966.6381225585938,0.03125""","""198.95770263671875,142.9714813232422,0"""
2,10465,olofmeister,"""-278.1064758300781,1533.6309814453125,0.03125""","""-24.884233474731445,-248.7584686279297,0"""
