Round,Tick,f_0_IsAlive,f_1_IsAlive,f_2_IsAlive,f_3_IsAlive,f_4_IsAlive,f_5_IsAlive,f_6_IsAlive,f_7_IsAlive,f_8_IsAlive,f_9_IsAlive,f_0_PositionX,f_1_PositionX,f_2_PositionX,f_3_PositionX,f_4_PositionX,f_5_PositionX,f_6_PositionX,f_7_PositionX,f_8_PositionX,f_9_PositionX,f_0_PositionY,f_1_PositionY,f_2_PositionY,f_3_PositionY,f_4_PositionY,f_5_PositionY,f_6_PositionY,f_7_PositionY,f_8_PositionY,f_9_PositionY,f_0_PositionZ,f_1_PositionZ,f_2_PositionZ,f_3_PositionZ,f_4_PositionZ,f_5_PositionZ,f_6_PositionZ,f_7_PositionZ,f_8_PositionZ,f_9_PositionZ,f_0_VelocityX,f_1_VelocityX,f_2_VelocityX,f_3_VelocityX,f_4_VelocityX,f_5_VelocityX,f_6_VelocityX,f_7_VelocityX,f_8_VelocityX,f_9_VelocityX,f_0_VelocityY,f_1_VelocityY,f_2_VelocityY,f_3_VelocityY,f_4_VelocityY,f_5_VelocityY,f_6_VelocityY,f_7_VelocityY,f_8_VelocityY,f_9_VelocityY,f_0_VelocityZ,f_1_VelocityZ,f_2_VelocityZ,f_3_VelocityZ,f_4_VelocityZ,f_5_VelocityZ,f_6_VelocityZ,f_7_VelocityZ,f_8_VelocityZ,f_9_VelocityZ,f_0_DistanceToAlly_1,f_1_DistanceToAlly_1,f_2_DistanceToAlly_1,f_3_DistanceToAlly_1,f_4_DistanceToAlly_1,f_5_DistanceToAlly_1,f_6_DistanceToAlly_1,f_7_DistanceToAlly_1,f_8_DistanceToAlly_1,f_9_DistanceToAlly_1,f_0_DistanceToAlly_2,f_1_DistanceToAlly_2,f_2_DistanceToAlly_2,f_3_DistanceToAlly_2,f_4_DistanceToAlly_2,f_5_DistanceToAlly_2,f_6_DistanceToAlly_2,f_7_DistanceToAlly_2,f_8_DistanceToAlly_2,f_9_DistanceToAlly_2,f_0_DistanceToAlly_3,f_1_DistanceToAlly_3,f_2_DistanceToAlly_3,f_3_DistanceToAlly_3,f_4_DistanceToAlly_3,f_5_DistanceToAlly_3,f_6_DistanceToAlly_3,f_7_DistanceToAlly_3,f_8_DistanceToAlly_3,f_9_DistanceToAlly_3,f_0_DistanceToAlly_4,f_1_DistanceToAlly_4,f_2_DistanceToAlly_4,f_3_DistanceToAlly_4,f_4_DistanceToAlly_4,f_5_DistanceToAlly_4,f_6_DistanceToAlly_4,f_7_DistanceToAlly_4,f_8_DistanceToAlly_4,f_9_DistanceToAlly_4,f_0_DistanceToEnemy_0,f_1_DistanceToEnemy_0,f_2_DistanceToEnemy_0,f_3_DistanceToEnemy_0,f_4_DistanceToEnemy_0,f_5_DistanceToEnemy_0,f_6_DistanceToEnemy_0,f_7_DistanceToEnemy_0,f_8_DistanceToEnemy_0,f_9_DistanceToEnemy_0,f_0_DistanceToEnemy_1,f_1_DistanceToEnemy_1,f_2_DistanceToEnemy_1,f_3_DistanceToEnemy_1,f_4_DistanceToEnemy_1,f_5_DistanceToEnemy_1,f_6_DistanceToEnemy_1,f_7_DistanceToEnemy_1,f_8_DistanceToEnemy_1,f_9_DistanceToEnemy_1,f_0_DistanceToEnemy_2,f_1_DistanceToEnemy_2,f_2_DistanceToEnemy_2,f_3_DistanceToEnemy_2,f_4_DistanceToEnemy_2,f_5_DistanceToEnemy_2,f_6_DistanceToEnemy_2,f_7_DistanceToEnemy_2,f_8_DistanceToEnemy_2,f_9_DistanceToEnemy_2,f_0_DistanceToEnemy_3,f_1_DistanceToEnemy_3,f_2_DistanceToEnemy_3,f_3_DistanceToEnemy_3,f_4_DistanceToEnemy_3,f_5_DistanceToEnemy_3,f_6_DistanceToEnemy_3,f_7_DistanceToEnemy_3,f_8_DistanceToEnemy_3,f_9_DistanceToEnemy_3,f_0_DistanceToEnemy_4,f_1_DistanceToEnemy_4,f_2_DistanceToEnemy_4,f_3_DistanceToEnemy_4,f_4_DistanceToEnemy_4,f_5_DistanceToEnemy_4,f_6_DistanceToEnemy_4,f_7_DistanceToEnemy_4,f_8_DistanceToEnemy_4,f_9_DistanceToEnemy_4,f_0_Health,f_1_Health,f_2_Health,f_3_Health,f_4_Health,f_5_Health,f_6_Health,f_7_Health,f_8_Health,f_9_Health,f_0_IsScoped,f_1_IsScoped,f_2_IsScoped,f_3_IsScoped,f_4_IsScoped,f_5_IsScoped,f_6_IsScoped,f_7_IsScoped,f_8_IsScoped,f_9_IsScoped,f_0_IsDefusing,f_1_IsDefusing,f_2_IsDefusing,f_3_IsDefusing,f_4_IsDefusing,f_5_IsDefusing,f_6_IsDefusing,f_7_IsDefusing,f_8_IsDefusing,f_9_IsDefusing
1,7680,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1386.4425048828125,-2323,-2372.632568359375,-2120,-2181.300048828125,-2192,-3126,-3334,-3252,-3190,-3340.27099609375,947,725.20361328125,790,807.8699340820312,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,294.5509338378906,480.03125,475.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,17.090351104736328,0,-50.05860900878906,0,-39.76420593261719,0,0,0,0,0,53.00837326049805,0,-24.41521644592285,0,-34.56559371948242,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,261.3096618652344,276.428955078125,276.428955078125,366.9319152832031,288.58001708984375,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,81.74432373046875,366.9319152832031,319.3608703613281,319.3608703613281,276.74884033203125,202.178955078125,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,234.80087280273438,288.58001708984375,276.74884033203125,79.98806762695312,79.98806762695312,118.81808471679688,261.3096618652344,81.74432373046875,234.80087280273438,215.20330810546875,215.20330810546875,341.75,202.178955078125,118.81808471679688,74.56988525390625,74.56988525390625,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5409.308807373047,5164.961486816406,4987.797668457031,4798.029571533203,4876.3814697265625,4823.211486816406,4987.797668457031,5301.347320556641,4997.3441162109375,5146.806304931641,5232.144989013672,5478.511138916016,5301.347320556641,5111.5792236328125,5189.931121826172,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,5042.376892089844,5174.5079345703125,4997.3441162109375,4807.576019287109,4885.927917480469,4832.7579345703125,4876.3814697265625,5189.931121826172,4885.927917480469,5035.390106201172,5120.728790283203,5323.970123291016,5146.806304931641,4957.0382080078125,5035.390106201172,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5067.558807373047,5409.308807373047,5232.144989013672,5042.376892089844,5120.728790283203,5067.558807373047,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7688,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1384.740234375,-2323,-2377.613525390625,-2120,-2184.0078125,-2192,-3126,-3334,-3252,-3190,-3334.9912109375,947,722.7614135742188,790,805.516357421875,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,294.2861328125,480.03125,475.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,34.67139434814453,0,-101.18302917480469,0,-35.70759582519531,0,0,0,0,0,107.5386962890625,0,-50.26614761352539,0,-31.039325714111328,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,257.46734619140625,283.85211181640625,283.85211181640625,366.9319152832031,288.225830078125,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,74.96542358398438,366.9319152832031,326.7840270996094,326.7840270996094,279.11065673828125,209.60211181640625,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,231.4881591796875,288.225830078125,279.11065673828125,80.34225463867188,80.34225463867188,118.81808471679688,257.46734619140625,74.96542358398438,231.4881591796875,207.95645141601562,207.95645141601562,341.75,209.60211181640625,118.81808471679688,69.508544921875,69.508544921875,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5405.99609375,5164.961486816406,4990.33642578125,4798.029571533203,4876.735656738281,4823.211486816406,4990.33642578125,5303.886077880859,4999.882873535156,5149.345062255859,5231.371032714844,5478.511138916016,5303.886077880859,5111.5792236328125,5190.285308837891,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,5039.064178466797,5174.5079345703125,4999.882873535156,4807.576019287109,4886.2821044921875,4832.7579345703125,4876.735656738281,5190.285308837891,4886.2821044921875,5035.744293212891,5117.770263671875,5323.970123291016,5149.345062255859,4957.0382080078125,5035.744293212891,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5064.24609375,5405.99609375,5231.371032714844,5039.064178466797,5117.770263671875,5064.24609375,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7696,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1382.089599609375,-2323,-2385.118408203125,-2120,-2185.5498046875,-2192,-3126,-3334,-3252,-3190,-3326.770263671875,947,718.5548095703125,790,804.1760864257812,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,293.87384033203125,480.03125,475.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,47.792049407958984,0,-130.54356384277344,0,-16.084924697875977,0,0,0,0,0,148.23446655273438,0,-82.55697631835938,0,-13.982044219970703,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,251.4847412109375,295.5635986328125,295.5635986328125,366.9319152832031,288.02410888671875,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,78.96560668945312,366.9319152832031,338.4955139160156,338.4955139160156,287.93988037109375,221.3135986328125,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,226.33013916015625,288.02410888671875,287.93988037109375,80.54397583007812,80.54397583007812,118.81808471679688,251.4847412109375,78.96560668945312,226.33013916015625,196.67257690429688,196.67257690429688,341.75,221.3135986328125,118.81808471679688,66.62628173828125,66.62628173828125,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5400.838073730469,5164.961486816406,4993.634704589844,4798.029571533203,4876.9373779296875,4823.211486816406,4993.634704589844,5307.184356689453,5003.18115234375,5152.643341064453,5229.511291503906,5478.511138916016,5307.184356689453,5111.5792236328125,5190.487030029297,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,5033.906158447266,5174.5079345703125,5003.18115234375,4807.576019287109,4886.483825683594,4832.7579345703125,4876.9373779296875,5190.487030029297,4886.483825683594,5035.946014404297,5112.81396484375,5323.970123291016,5152.643341064453,4957.0382080078125,5035.946014404297,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5059.088073730469,5400.838073730469,5229.511291503906,5033.906158447266,5112.81396484375,5059.088073730469,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7704,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1378.7557373046875,-2323,-2393.50341796875,-2120,-2185.9013671875,-2192,-3126,-3334,-3252,-3190,-3316.429443359375,947,712.0132446289062,790,803.8704833984375,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,293.355224609375,480.03125,475.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,57.207969665527344,0,-133.80206298828125,0,0,0,0,0,0,0,177.43946838378906,0,-121.92603302001953,0,0,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,243.95916748046875,310.49017333984375,310.49017333984375,366.9319152832031,287.9781494140625,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,86.49118041992188,366.9319152832031,353.4220886230469,353.4220886230469,302.20928955078125,236.24017333984375,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,219.841796875,287.9781494140625,302.20928955078125,80.58993530273438,80.58993530273438,118.81808471679688,243.95916748046875,86.49118041992188,219.841796875,182.47927856445312,182.47927856445312,341.75,236.24017333984375,118.81808471679688,65.9691162109375,65.9691162109375,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5394.3497314453125,5164.961486816406,4995.4781494140625,4798.029571533203,4876.983337402344,4823.211486816406,4995.4781494140625,5309.027801513672,5005.024597167969,5154.486785888672,5224.866394042969,5478.511138916016,5309.027801513672,5111.5792236328125,5190.532989501953,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,5027.417816162109,5174.5079345703125,5005.024597167969,4807.576019287109,4886.52978515625,4832.7579345703125,4876.983337402344,5190.532989501953,4886.52978515625,5035.991973876953,5106.37158203125,5323.970123291016,5154.486785888672,4957.0382080078125,5035.991973876953,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5052.5997314453125,5394.3497314453125,5224.866394042969,5027.417816162109,5106.37158203125,5052.5997314453125,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7712,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1374.9312744140625,-2323,-2401.45849609375,-2120,-2186.621826171875,-2192,-3126,-3334,-3252,-3190,-3304.56689453125,947,703.0947875976562,790,803.2442626953125,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,292.76031494140625,480.03125,475.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,63.96523666381836,0,-121.5333251953125,0,-29.10381317138672,0,0,0,0,0,198.39817810058594,0,-157.61900329589844,0,-25.29889678955078,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,235.326171875,327.36370849609375,327.36370849609375,366.9319152832031,287.8839111328125,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,95.12417602539062,366.9319152832031,370.2956237792969,370.2956237792969,317.73614501953125,253.11370849609375,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,212.39862060546875,287.8839111328125,317.73614501953125,80.68417358398438,80.68417358398438,118.81808471679688,235.326171875,95.12417602539062,212.39862060546875,166.19735717773438,166.19735717773438,341.75,253.11370849609375,118.81808471679688,64.6224365234375,64.6224365234375,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5386.906555175781,5164.961486816406,4994.5147705078125,4798.029571533203,4877.077575683594,4823.211486816406,4994.5147705078125,5308.064422607422,5004.061218261719,5153.523406982422,5216.4598388671875,5478.511138916016,5308.064422607422,5111.5792236328125,5190.627227783203,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,5019.974639892578,5174.5079345703125,5004.061218261719,4807.576019287109,4886.6240234375,4832.7579345703125,4877.077575683594,5190.627227783203,4886.6240234375,5036.086212158203,5099.022644042969,5323.970123291016,5153.523406982422,4957.0382080078125,5036.086212158203,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5045.156555175781,5386.906555175781,5216.4598388671875,5019.974639892578,5099.022644042969,5045.156555175781,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7720,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1370.7547607421875,-2323,-2408.670654296875,-2120,-2189.9375,-2192,-3126,-3334,-3252,-3190,-3291.613037109375,947,692.277099609375,790,800.3619384765625,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,292.2149658203125,480.03125,475.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,68.81452178955078,0,-111.13021850585938,0,-71.46784973144531,0,0,0,0,0,213.43899536132812,0,-183.84307861328125,0,-62.133872985839844,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,226.00347900390625,345.3935546875,345.3935546875,366.9319152832031,287.4505615234375,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,104.44686889648438,366.9319152832031,388.3254699707031,388.3254699707031,329.5679931640625,271.1435546875,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,204.1666259765625,287.4505615234375,329.5679931640625,81.11752319335938,81.11752319335938,118.81808471679688,226.00347900390625,104.44686889648438,204.1666259765625,148.52163696289062,148.52163696289062,341.75,271.1435546875,118.81808471679688,58.4244384765625,58.4244384765625,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5378.674560546875,5164.961486816406,4990.909240722656,4798.029571533203,4877.510925292969,4823.211486816406,4990.909240722656,5304.458892822266,5000.4556884765625,5149.917877197266,5204.622314453125,5478.511138916016,5304.458892822266,5111.5792236328125,5191.060577392578,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,5011.742645263672,5174.5079345703125,5000.4556884765625,4807.576019287109,4887.057373046875,4832.7579345703125,4877.510925292969,5191.060577392578,4887.057373046875,5036.519561767578,5091.2239990234375,5323.970123291016,5149.917877197266,4957.0382080078125,5036.519561767578,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5036.924560546875,5378.674560546875,5204.622314453125,5011.742645263672,5091.2239990234375,5036.924560546875,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7728,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1366.3255615234375,-2323,-2415.288330078125,-2120,-2195.65234375,-2192,-3126,-3334,-3252,-3190,-3277.87548828125,947,680.2494506835938,790,795.39013671875,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,291.7698974609375,480.03125,475.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,72.29457092285156,0,-101.79886627197266,0,-105.32807159423828,0,0,0,0,0,224.23291015625,0,-197.14431762695312,0,-91.67607116699219,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,216.25006103515625,364.03887939453125,364.03887939453125,366.9319152832031,286.70751953125,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,114.20028686523438,366.9319152832031,406.9707946777344,406.9707946777344,337.52667236328125,289.78887939453125,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,195.3033447265625,286.70751953125,337.52667236328125,81.86056518554688,81.86056518554688,118.81808471679688,216.25006103515625,114.20028686523438,195.3033447265625,129.90982055664062,129.90982055664062,341.75,289.78887939453125,118.81808471679688,55.04248046875,55.04248046875,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5369.811279296875,5164.961486816406,4985.499267578125,4798.029571533203,4878.253967285156,4823.211486816406,4985.499267578125,5299.048919677734,4995.045715332031,5144.507904052734,5190.349060058594,5478.511138916016,5299.048919677734,5111.5792236328125,5191.803619384766,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,5002.879364013672,5174.5079345703125,4995.045715332031,4807.576019287109,4887.8004150390625,4832.7579345703125,4878.253967285156,5191.803619384766,4887.8004150390625,5037.262603759766,5083.103759765625,5323.970123291016,5144.507904052734,4957.0382080078125,5037.262603759766,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5028.061279296875,5369.811279296875,5190.349060058594,5002.879364013672,5083.103759765625,5028.061279296875,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7736,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1361.5703125,-2323,-2421.3798828125,-2120,-2203.130615234375,-2192,-3126,-3334,-3252,-3190,-3263.69873046875,947,667.642822265625,790,788.8784790039062,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,291.1539611816406,480.03125,476.5784912109375,473.0993347167969,472.28125,472.28125,0,0,0,0,87.0654296875,0,-94.20330810546875,0,-129.6162567138672,0,0,0,0,0,221.54466247558594,0,-204.32997131347656,0,-112.88970947265625,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,206.21261596679688,381.1898193359375,381.1898193359375,366.9319152832031,285.74090576171875,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,124.23773193359375,366.9319152832031,427.2162170410156,427.2162170410156,343.78216552734375,310.0343017578125,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,186.49777221679688,285.74090576171875,343.78216552734375,85.07022094726562,85.07022094726562,118.81808471679688,206.21261596679688,124.23773193359375,186.49777221679688,110.36187744140625,110.36187744140625,341.75,310.0343017578125,118.81808471679688,56.00909423828125,56.00909423828125,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5361.005706787109,5164.961486816406,4980.531433105469,4798.029571533203,4879.2205810546875,4823.211486816406,4980.531433105469,5294.081085205078,4990.077880859375,5139.540069580078,5176.575653076172,5478.511138916016,5294.081085205078,5111.5792236328125,5192.770233154297,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,4994.073791503906,5174.5079345703125,4990.077880859375,4807.576019287109,4888.767028808594,4832.7579345703125,4879.2205810546875,5192.770233154297,4888.767028808594,5038.229217529297,5075.264801025391,5323.970123291016,5139.540069580078,4957.0382080078125,5038.229217529297,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5019.255706787109,5361.005706787109,5176.575653076172,4994.073791503906,5075.264801025391,5019.255706787109,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7744,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1354.5859375,-2323,-2427.0302734375,-2120,-2213.036865234375,-2192,-3126,-3334,-3252,-3190,-3250.903076171875,947,654.7659301757812,790,780.2486572265625,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,289.97271728515625,480.03125,480.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,128.92904663085938,0,-87.76300811767578,0,-148.84617614746094,0,0,0,0,0,193.0365753173828,0,-207.17782592773438,0,-129.68536376953125,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,199.2200927734375,396.26434326171875,396.26434326171875,366.9319152832031,284.4644775390625,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,131.23025512695312,366.9319152832031,449.1962585449219,449.1962585449219,347.22613525390625,332.01434326171875,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,184.06158447265625,284.4644775390625,347.22613525390625,103.60629272460938,103.60629272460938,118.81808471679688,199.2200927734375,131.23025512695312,184.06158447265625,89.40060424804688,89.40060424804688,341.75,332.01434326171875,118.81808471679688,57.2855224609375,57.2855224609375,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5356.375671386719,5164.961486816406,4976.7576904296875,4798.029571533203,4880.497009277344,4823.211486816406,4976.7576904296875,5290.307342529297,4986.304138183594,5135.766326904297,5168.171875,5478.511138916016,5290.307342529297,5111.5792236328125,5194.046661376953,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,4989.443756103516,5174.5079345703125,4986.304138183594,4807.576019287109,4890.04345703125,4832.7579345703125,4880.497009277344,5194.046661376953,4890.04345703125,5039.505645751953,5071.911193847656,5323.970123291016,5135.766326904297,4957.0382080078125,5039.505645751953,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5014.625671386719,5356.375671386719,5168.171875,4989.443756103516,5071.911193847656,5014.625671386719,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7752,1,1,1,1,1,1,1,1,1,1,-1425,-1311,-1531,-1331,-1345.2506103515625,-2323,-2432.3466796875,-2120,-2221.52490234375,-2192,-3126,-3334,-3252,-3190,-3241.69140625,947,641.7473754882812,790,772.8516845703125,744,286.06976318359375,294.5201110839844,296.5233154296875,285.0611267089844,288.8012390136719,480.03125,480.03125,473.0993347167969,472.28125,472.28125,0,0,0,0,163.58511352539062,0,-83.2046127319336,0,-159.53927612304688,0,0,0,0,0,115.62055969238281,0,-209.05023193359375,0,-139.0568084716797,0,0,0,0,0,0,0,0,0,0,0,330.4503479003906,330.4503479003906,242.45355224609375,159.00863647460938,198.17227172851562,414.59930419921875,414.59930419921875,366.9319152832031,283.3734130859375,341.75,242.45355224609375,304.0032043457031,304.0032043457031,173.458984375,132.278076171875,366.9319152832031,467.5312194824219,467.5312194824219,349.67608642578125,350.34930419921875,159.00863647460938,173.458984375,273.4621887207031,273.4621887207031,203.78005981445312,283.3734130859375,349.67608642578125,119.49130249023438,119.49130249023438,118.81808471679688,198.17227172851562,132.278076171875,203.78005981445312,69.68212890625,69.68212890625,341.75,350.34930419921875,118.81808471679688,58.3765869140625,58.3765869140625,5164.961486816406,5478.511138916016,5174.5079345703125,5323.970123291016,5357.670806884766,5164.961486816406,4969.0555419921875,4798.029571533203,4881.588073730469,4823.211486816406,4969.0555419921875,5282.605194091797,4978.601989746094,5128.064178466797,5161.764862060547,5478.511138916016,5282.605194091797,5111.5792236328125,5195.137725830078,5136.761138916016,4798.029571533203,5111.5792236328125,4807.576019287109,4957.0382080078125,4990.7388916015625,5174.5079345703125,4978.601989746094,4807.576019287109,4891.134521484375,4832.7579345703125,4881.588073730469,5195.137725830078,4891.134521484375,5040.596710205078,5074.297393798828,5323.970123291016,5128.064178466797,4957.0382080078125,5040.596710205078,4982.220123291016,4823.211486816406,5136.761138916016,4832.7579345703125,4982.220123291016,5015.920806884766,5357.670806884766,5161.764862060547,4990.7388916015625,5074.297393798828,5015.920806884766,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
